NMI,MeterSerial,Period,Local Time,E kWh at Meter,B kWh at Meter,kW,kVA,PF
4103750213,All,43,04/01/2017 21:00,19.856,0,39.712,41.458,0.958
4103750213,All,44,04/01/2017 21:30,20.128,0,40.256,42.052,0.957
4103750213,All,45,04/01/2017 22:00,19.312,0,38.624,40.503,0.954
4103750213,All,46,04/01/2017 22:30,19.792,0,39.584,41.438,0.955
4103750213,All,47,04/01/2017 23:00,19.488,0,38.976,40.877,0.953
4103750213,All,48,04/01/2017 23:30,19.136,0,38.272,39.996,0.957
4103750213,All,1,05/01/2017 00:00,17.136,0,34.272,35.652,0.961
4103750213,All,2,05/01/2017 00:30,15.84,0,31.68,32.698,0.969
4103750213,All,3,05/01/2017 01:00,16.192,0,32.384,33.388,0.97
4103750213,All,4,05/01/2017 01:30,15.696,0,31.392,32.427,0.968
4103750213,All,5,05/01/2017 02:00,15.776,0,31.552,32.59,0.968
4103750213,All,6,05/01/2017 02:30,16.128,0,32.256,33.288,0.969
4103750213,All,7,05/01/2017 03:00,15.984,0,31.968,33.033,0.968
4103750213,All,8,05/01/2017 03:30,16.256,0,32.512,33.56,0.969
4103750213,All,9,05/01/2017 04:00,16.032,0,32.064,33.062,0.97
4103750213,All,10,05/01/2017 04:30,16.112,0,32.224,33.187,0.971
4103750213,All,11,05/01/2017 05:00,16.384,0,32.768,33.57,0.976
4103750213,All,12,05/01/2017 05:30,18.24,0,36.48,37.65,0.969
4103750213,All,13,05/01/2017 06:00,20.16,0,40.32,41.872,0.963
4103750213,All,14,05/01/2017 06:30,20.032,0,40.064,41.49,0.966
4103750213,All,15,05/01/2017 07:00,21.984,0,43.968,45.404,0.968
4103750213,All,16,05/01/2017 07:30,22.768,0,45.536,47.132,0.966
4103750213,All,17,05/01/2017 08:00,21.168,0,42.336,43.809,0.966
4103750213,All,18,05/01/2017 08:30,21.136,0,42.272,44.031,0.96
4103750213,All,19,05/01/2017 09:00,28.08,0,56.16,57.914,0.97
4103750213,All,20,05/01/2017 09:30,27.984,0,55.968,57.735,0.969
4103750213,All,21,05/01/2017 10:00,23.232,0,46.464,48.212,0.964
4103750213,All,22,05/01/2017 10:30,22.4,0,44.8,46.655,0.96
4103750213,All,23,05/01/2017 11:00,21.648,0,43.296,45.139,0.959
4103750213,All,24,05/01/2017 11:30,21.696,0,43.392,45.286,0.958
4103750213,All,25,05/01/2017 12:00,21.888,0,43.776,45.663,0.959
4103750213,All,26,05/01/2017 12:30,23.2,0,46.4,48.049,0.966
4103750213,All,27,05/01/2017 13:00,23.12,0,46.24,48.022,0.963
4103750213,All,28,05/01/2017 13:30,24.32,0,48.64,50.437,0.964
4103750213,All,29,05/01/2017 14:00,22.656,0,45.312,47.025,0.964
4103750213,All,30,05/01/2017 14:30,22.656,0,45.312,47.103,0.962
4103750213,All,31,05/01/2017 15:00,22.16,0,44.32,46.14,0.961
4103750213,All,32,05/01/2017 15:30,23.648,0,47.296,49.023,0.965
4103750213,All,33,05/01/2017 16:00,22.912,0,45.824,47.674,0.961
4103750213,All,34,05/01/2017 16:30,22.464,0,44.928,46.841,0.959
4103750213,All,35,05/01/2017 17:00,23.872,0,47.744,49.617,0.962
4103750213,All,36,05/01/2017 17:30,23.648,0,47.296,49.056,0.964
4103750213,All,37,05/01/2017 18:00,22.976,0,45.952,47.788,0.962
4103750213,All,38,05/01/2017 18:30,23.696,0,47.392,49.141,0.964
4103750213,All,39,05/01/2017 19:00,22.768,0,45.536,47.362,0.961
4103750213,All,40,05/01/2017 19:30,22.784,0,45.568,47.401,0.961
4103750213,All,41,05/01/2017 20:00,22.4,0,44.8,46.81,0.957
4103750213,All,42,05/01/2017 20:30,22.176,0,44.352,46.092,0.962
4103750213,All,43,05/01/2017 21:00,21.104,0,42.208,43.652,0.967
4103750213,All,44,05/01/2017 21:30,20.336,0,40.672,42.334,0.961
4103750213,All,45,05/01/2017 22:00,20.672,0,41.344,42.91,0.963
4103750213,All,46,05/01/2017 22:30,21.136,0,42.272,43.739,0.966
4103750213,All,47,05/01/2017 23:00,19.072,0,38.144,39.864,0.957
4103750213,All,48,05/01/2017 23:30,18.848,0,37.696,39.352,0.958
4103750213,All,1,06/01/2017 00:00,17.904,0,35.808,36.975,0.968
4103750213,All,2,06/01/2017 00:30,16.576,0,33.152,34.165,0.97
4103750213,All,3,06/01/2017 01:00,16.096,0,32.192,33.016,0.975
4103750213,All,4,06/01/2017 01:30,16.224,0,32.448,33.294,0.975
4103750213,All,5,06/01/2017 02:00,15.744,0,31.488,32.359,0.973
4103750213,All,6,06/01/2017 02:30,15.76,0,31.52,32.397,0.973
4103750213,All,7,06/01/2017 03:00,16.048,0,32.096,32.965,0.974
4103750213,All,8,06/01/2017 03:30,16.256,0,32.512,33.363,0.974
4103750213,All,9,06/01/2017 04:00,16.752,0,33.504,34.387,0.974
4103750213,All,10,06/01/2017 04:30,17.072,0,34.144,35.106,0.973
4103750213,All,11,06/01/2017 05:00,16.224,0,32.448,33.189,0.978
4103750213,All,12,06/01/2017 05:30,18.976,0,37.952,39.108,0.97
4103750213,All,13,06/01/2017 06:00,19.232,0,38.464,39.575,0.972
4103750213,All,14,06/01/2017 06:30,20.528,0,41.056,42.222,0.972
4103750213,All,15,06/01/2017 07:00,21.12,0,42.24,43.509,0.971
4103750213,All,16,06/01/2017 07:30,23.36,0,46.72,48.425,0.965
4103750213,All,17,06/01/2017 08:00,21.888,0,43.776,45.645,0.959
4103750213,All,18,06/01/2017 08:30,22.592,0,45.184,46.783,0.966
4103750213,All,19,06/01/2017 09:00,22,0,44,45.727,0.962
4103750213,All,20,06/01/2017 09:30,21.936,0,43.872,45.509,0.964
4103750213,All,21,06/01/2017 10:00,22.896,0,45.792,47.496,0.964
4103750213,All,22,06/01/2017 10:30,23.632,0,47.264,48.717,0.97
4103750213,All,23,06/01/2017 11:00,23.824,0,47.648,49.455,0.963
4103750213,All,24,06/01/2017 11:30,24.08,0,48.16,50.158,0.96
4103750213,All,25,06/01/2017 12:00,24.512,0,49.024,51.113,0.959
4103750213,All,26,06/01/2017 12:30,23.728,0,47.456,49.384,0.961
4103750213,All,27,06/01/2017 13:00,23.792,0,47.584,49.66,0.958
4103750213,All,28,06/01/2017 13:30,23.184,0,46.368,48.339,0.959
4103750213,All,29,06/01/2017 14:00,23.744,0,47.488,49.54,0.959
4103750213,All,30,06/01/2017 14:30,23.792,0,47.584,49.489,0.961
4103750213,All,31,06/01/2017 15:00,21.808,0,43.616,45.64,0.956
4103750213,All,32,06/01/2017 15:30,23.792,0,47.584,49.715,0.957
4103750213,All,33,06/01/2017 16:00,23.008,0,46.016,47.859,0.961
4103750213,All,34,06/01/2017 16:30,24.992,0,49.984,51.694,0.967
4103750213,All,35,06/01/2017 17:00,24.4,0,48.8,50.746,0.962
4103750213,All,36,06/01/2017 17:30,23.52,0,47.04,48.835,0.963
4103750213,All,37,06/01/2017 18:00,23.12,0,46.24,47.92,0.965
4103750213,All,38,06/01/2017 18:30,22.736,0,45.472,47.111,0.965
4103750213,All,39,06/01/2017 19:00,24.048,0,48.096,49.828,0.965
4103750213,All,40,06/01/2017 19:30,23.008,0,46.016,48.002,0.959
4103750213,All,41,06/01/2017 20:00,23.616,0,47.232,49.259,0.959
4103750213,All,42,06/01/2017 20:30,21.904,0,43.808,45.56,0.962
4103750213,All,43,06/01/2017 21:00,21.152,0,42.304,43.982,0.962
4103750213,All,44,06/01/2017 21:30,21.04,0,42.08,43.802,0.961
4103750213,All,45,06/01/2017 22:00,20.192,0,40.384,42.048,0.96
4103750213,All,46,06/01/2017 22:30,20.304,0,40.608,42.184,0.963
4103750213,All,47,06/01/2017 23:00,20,0,40,41.445,0.965
4103750213,All,48,06/01/2017 23:30,20.272,0,40.544,41.905,0.968
4103750213,All,1,07/01/2017 00:00,16.736,0,33.472,34.437,0.972
4103750213,All,2,07/01/2017 00:30,17.84,0,35.68,36.719,0.972
4103750213,All,3,07/01/2017 01:00,16.528,0,33.056,34.064,0.97
4103750213,All,4,07/01/2017 01:30,16.448,0,32.896,33.908,0.97
4103750213,All,5,07/01/2017 02:00,16.368,0,32.736,33.596,0.974
4103750213,All,6,07/01/2017 02:30,15.888,0,31.776,32.669,0.973
4103750213,All,7,07/01/2017 03:00,15.936,0,31.872,32.754,0.973
4103750213,All,8,07/01/2017 03:30,15.872,0,31.744,32.623,0.973
4103750213,All,9,07/01/2017 04:00,15.888,0,31.776,32.617,0.974
4103750213,All,10,07/01/2017 04:30,16.512,0,33.024,33.987,0.972
4103750213,All,11,07/01/2017 05:00,16.384,0,32.768,33.723,0.972
4103750213,All,12,07/01/2017 05:30,18.256,0,36.512,37.573,0.972
4103750213,All,13,07/01/2017 06:00,17.6,0,35.2,36.291,0.97
4103750213,All,14,07/01/2017 06:30,19.84,0,39.68,41.02,0.967
4103750213,All,15,07/01/2017 07:00,19.44,0,38.88,40.063,0.97
4103750213,All,16,07/01/2017 07:30,19.904,0,39.808,41.025,0.97
4103750213,All,17,07/01/2017 08:00,22.016,0,44.032,45.9,0.959
4103750213,All,18,07/01/2017 08:30,22.08,0,44.16,45.951,0.961
4103750213,All,19,07/01/2017 09:00,22.384,0,44.768,46.571,0.961
4103750213,All,20,07/01/2017 09:30,22.72,0,45.44,47.081,0.965
4103750213,All,21,07/01/2017 10:00,24.208,0,48.416,50.273,0.963
4103750213,All,22,07/01/2017 10:30,23.936,0,47.872,49.554,0.966
4103750213,All,23,07/01/2017 11:00,23.76,0,47.52,49.281,0.964
4103750213,All,24,07/01/2017 11:30,24.48,0,48.96,50.763,0.964
4103750213,All,25,07/01/2017 12:00,23.376,0,46.752,48.61,0.962
4103750213,All,26,07/01/2017 12:30,23.28,0,46.56,48.461,0.961
4103750213,All,27,07/01/2017 13:00,24.176,0,48.352,50.16,0.964
4103750213,All,28,07/01/2017 13:30,23.68,0,47.36,49.118,0.964
4103750213,All,29,07/01/2017 14:00,23.776,0,47.552,49.32,0.964
4103750213,All,30,07/01/2017 14:30,23.216,0,46.432,48.072,0.966
4103750213,All,31,07/01/2017 15:00,24.208,0,48.416,50.247,0.964
4103750213,All,32,07/01/2017 15:30,23.952,0,47.904,49.677,0.964
4103750213,All,33,07/01/2017 16:00,23.392,0,46.784,48.721,0.96
4103750213,All,34,07/01/2017 16:30,23.36,0,46.72,48.597,0.961
4103750213,All,35,07/01/2017 17:00,23.616,0,47.232,48.936,0.965
4103750213,All,36,07/01/2017 17:30,23.12,0,46.24,47.764,0.968
4103750213,All,37,07/01/2017 18:00,22.08,0,44.16,45.778,0.965
4103750213,All,38,07/01/2017 18:30,23.168,0,46.336,47.971,0.966
4103750213,All,39,07/01/2017 19:00,23.12,0,46.24,48.022,0.963
4103750213,All,40,07/01/2017 19:30,22.24,0,44.48,46.56,0.955
4103750213,All,41,07/01/2017 20:00,23.728,0,47.456,49.574,0.957
4103750213,All,42,07/01/2017 20:30,21.392,0,42.784,44.567,0.96
4103750213,All,43,07/01/2017 21:00,21.248,0,42.496,44.3,0.959
4103750213,All,44,07/01/2017 21:30,21.216,0,42.432,44.114,0.962
4103750213,All,45,07/01/2017 22:00,20.624,0,41.248,42.626,0.968
4103750213,All,46,07/01/2017 22:30,20.128,0,40.256,41.726,0.965
4103750213,All,47,07/01/2017 23:00,19.984,0,39.968,41.422,0.965
4103750213,All,48,07/01/2017 23:30,18.224,0,36.448,37.757,0.965
4103750213,All,1,08/01/2017 00:00,16.336,0,32.672,33.57,0.973
4103750213,All,2,08/01/2017 00:30,15.632,0,31.264,32.061,0.975
4103750213,All,3,08/01/2017 01:00,17.12,0,34.24,35.221,0.972
4103750213,All,4,08/01/2017 01:30,17.456,0,34.912,35.882,0.973
4103750213,All,5,08/01/2017 02:00,17.152,0,34.304,35.562,0.965
4103750213,All,6,08/01/2017 02:30,15.872,0,31.744,32.529,0.976
4103750213,All,7,08/01/2017 03:00,16.096,0,32.192,32.994,0.976
4103750213,All,8,08/01/2017 03:30,15.936,0,31.872,32.668,0.976
4103750213,All,9,08/01/2017 04:00,15.888,0,31.776,32.567,0.976
4103750213,All,10,08/01/2017 04:30,16.768,0,33.536,34.348,0.976
4103750213,All,11,08/01/2017 05:00,15.68,0,31.36,32.106,0.977
4103750213,All,12,08/01/2017 05:30,17.888,0,35.776,36.96,0.968
4103750213,All,13,08/01/2017 06:00,18.464,0,36.928,38.022,0.971
4103750213,All,14,08/01/2017 06:30,18.304,0,36.608,37.643,0.972
4103750213,All,15,08/01/2017 07:00,21.536,0,43.072,44.488,0.968
4103750213,All,16,08/01/2017 07:30,20.272,0,40.544,41.897,0.968
4103750213,All,17,08/01/2017 08:00,21.616,0,43.232,44.91,0.963
4103750213,All,18,08/01/2017 08:30,21.808,0,43.616,45.095,0.967
4103750213,All,19,08/01/2017 09:00,23.2,0,46.4,48.245,0.962
4103750213,All,20,08/01/2017 09:30,21.728,0,43.456,44.982,0.966
4103750213,All,21,08/01/2017 10:00,22.864,0,45.728,47.653,0.96
4103750213,All,22,08/01/2017 10:30,23.664,0,47.328,49.13,0.963
4103750213,All,23,08/01/2017 11:00,23.36,0,46.72,48.615,0.961
4103750213,All,24,08/01/2017 11:30,22.688,0,45.376,47.297,0.959
4103750213,All,25,08/01/2017 12:00,22.976,0,45.952,47.968,0.958
4103750213,All,26,08/01/2017 12:30,22.592,0,45.184,47.141,0.958
4103750213,All,27,08/01/2017 13:00,22.832,0,45.664,47.364,0.964
4103750213,All,28,08/01/2017 13:30,22.768,0,45.536,47.249,0.964
4103750213,All,29,08/01/2017 14:00,23.712,0,47.424,49.231,0.963
4103750213,All,30,08/01/2017 14:30,23.52,0,47.04,48.887,0.962
