Read datetime,Export kWh,Import kWh,Net kWh,Export kVARh,Import kVARh,kW Demand,kVA Demand,Power Factor%,,
18/01/2022 21:30,0.53,0,0.53,0,0,1.06,1.06,100,,
18/01/2022 22:00,0.51,0,0.51,0,0,1.02,1.02,100,,
18/01/2022 22:30,0.33,0,0.33,0,0,0.66,0.66,100,,
18/01/2022 23:00,0.31,0,0.31,0,0,0.62,0.62,100,,
18/01/2022 23:30,0.3,0,0.3,0,0,0.6,0.6,100,,
19/01/2022 0:00,0.29,0,0.29,0,0,0.58,0.58,100,,
19/01/2022 0:30,0.3,0,0.3,0,0,0.6,0.6,100,,
19/01/2022 1:00,0.33,0,0.33,0,0,0.66,0.66,100,,
19/01/2022 1:30,0.31,0,0.31,0,0,0.62,0.62,100,,
19/01/2022 2:00,0.33,0,0.33,0,0,0.66,0.66,100,,
19/01/2022 2:30,0.29,0,0.29,0,0,0.58,0.58,100,,
19/01/2022 3:00,0.26,0,0.26,0,0,0.52,0.52,100,,
19/01/2022 3:30,0.28,0,0.28,0,0,0.56,0.56,100,,
19/01/2022 4:00,0.28,0,0.28,0,0,0.56,0.56,100,,
19/01/2022 4:30,0.26,0,0.26,0,0,0.52,0.52,100,,
19/01/2022 5:00,0.28,0,0.28,0,0,0.56,0.56,100,,
19/01/2022 5:30,0.2,0,0.2,0,0,0.4,0.4,100,,
19/01/2022 6:00,0.2,0,0.2,0,0,0.4,0.4,100,,
19/01/2022 6:30,0.9,0,0.9,0,0,1.8,1.8,100,,
19/01/2022 7:00,1.54,0,1.54,0,0,3.08,3.08,100,,
19/01/2022 7:30,1.37,0,1.37,0,0,2.74,2.74,100,,
19/01/2022 8:00,1.11,0,1.11,0,0,2.22,2.22,100,,
19/01/2022 8:30,0.67,0,0.67,0,0,1.34,1.34,100,,
19/01/2022 9:00,0.4,0,0.4,0,0,0.8,0.8,100,,
19/01/2022 9:30,0.22,0,0.22,0,0,0.44,0.44,100,,
19/01/2022 10:00,0.63,0,0.63,0,0,1.26,1.26,100,,
19/01/2022 10:30,0.23,0.12,0.11,0,0,0.22,0.22,100,,
19/01/2022 11:00,0,0.28,-0.28,0,0,-0.56,-0.56,100,,
19/01/2022 11:30,0.02,0.72,-0.7,0,0,-1.4,-1.4,100,,
19/01/2022 12:00,0.3,0,0.3,0,0,0.6,0.6,100,,
19/01/2022 12:30,0.3,0,0.3,0,0,0.6,0.6,100,,
19/01/2022 13:00,0.74,0,0.74,0,0,1.48,1.48,100,,
19/01/2022 13:30,0.85,0,0.85,0,0,1.7,1.7,100,,
19/01/2022 14:00,0.19,0.26,-0.07,0,0,-0.14,-0.14,100,,
19/01/2022 14:30,0,0.34,-0.34,0,0,-0.68,-0.68,100,,
19/01/2022 15:00,0,0.23,-0.23,0,0,-0.46,-0.46,100,,
19/01/2022 15:30,0,0.12,-0.12,0,0,-0.24,-0.24,100,,
19/01/2022 16:00,0,0.46,-0.46,0,0,-0.92,-0.92,100,,
19/01/2022 16:30,0.07,0.7,-0.63,0,0,-1.26,-1.26,100,,
19/01/2022 17:00,0.58,0,0.58,0,0,1.16,1.16,100,,
19/01/2022 17:30,0.9,0,0.9,0,0,1.8,1.8,100,,
19/01/2022 18:00,1.33,0,1.33,0,0,2.66,2.66,100,,
19/01/2022 18:30,1.56,0,1.56,0,0,3.12,3.12,100,,
19/01/2022 19:00,0.95,0,0.95,0,0,1.9,1.9,100,,
19/01/2022 19:30,0.91,0,0.91,0,0,1.82,1.82,100,,
19/01/2022 20:00,0.72,0,0.72,0,0,1.44,1.44,100,,
19/01/2022 20:30,0.83,0,0.83,0,0,1.66,1.66,100,,
19/01/2022 21:00,0.83,0,0.83,0,0,1.66,1.66,100,,
19/01/2022 21:30,0.85,0,0.85,0,0,1.7,1.7,100,,
19/01/2022 22:00,0.74,0,0.74,0,0,1.48,1.48,100,,
19/01/2022 22:30,0.34,0,0.34,0,0,0.68,0.68,100,,
19/01/2022 23:00,0.39,0,0.39,0,0,0.78,0.78,100,,
19/01/2022 23:30,0.54,0,0.54,0,0,1.08,1.08,100,,
20/01/2022 0:00,0.58,0,0.58,0,0,1.16,1.16,100,,
20/01/2022 0:30,0.56,0,0.56,0,0,1.12,1.12,100,,
20/01/2022 1:00,0.57,0,0.57,0,0,1.14,1.14,100,,
20/01/2022 1:30,0.51,0,0.51,0,0,1.02,1.02,100,,
20/01/2022 2:00,0.46,0,0.46,0,0,0.92,0.92,100,,
20/01/2022 2:30,0.5,0,0.5,0,0,1,1,100,,
20/01/2022 3:00,0.38,0,0.38,0,0,0.76,0.76,100,,
20/01/2022 3:30,0.35,0,0.35,0,0,0.7,0.7,100,,
20/01/2022 4:00,0.37,0,0.37,0,0,0.74,0.74,100,,
20/01/2022 4:30,0.35,0,0.35,0,0,0.7,0.7,100,,
20/01/2022 5:00,0.34,0,0.34,0,0,0.68,0.68,100,,
20/01/2022 5:30,0.32,0,0.32,0,0,0.64,0.64,100,,
20/01/2022 6:00,0.25,0,0.25,0,0,0.5,0.5,100,,
20/01/2022 6:30,1.38,0,1.38,0,0,2.76,2.76,100,,
20/01/2022 7:00,1.12,0,1.12,0,0,2.24,2.24,100,,
20/01/2022 7:30,0.42,0.11,0.31,0,0,0.62,0.62,100,,
20/01/2022 8:00,0,0.41,-0.41,0,0,-0.82,-0.82,100,,
20/01/2022 8:30,0,0.15,-0.15,0,0,-0.3,-0.3,100,,
20/01/2022 9:00,0,0.33,-0.33,0,0,-0.66,-0.66,100,,
20/01/2022 9:30,0,0.54,-0.54,0,0,-1.08,-1.08,100,,
20/01/2022 10:00,0,0.12,-0.12,0,0,-0.24,-0.24,100,,
20/01/2022 10:30,0,0.43,-0.43,0,0,-0.86,-0.86,100,,
20/01/2022 11:00,0,1,-1,0,0,-2,-2,100,,
20/01/2022 11:30,0,1.54,-1.54,0,0,-3.08,-3.08,100,,
20/01/2022 12:00,0,1.65,-1.65,0,0,-3.3,-3.3,100,,
20/01/2022 12:30,0,1.7,-1.7,0,0,-3.4,-3.4,100,,
20/01/2022 13:00,0,1.2,-1.2,0,0,-2.4,-2.4,100,,
20/01/2022 13:30,0,0.85,-0.85,0,0,-1.7,-1.7,100,,
20/01/2022 14:00,0,0.86,-0.86,0,0,-1.72,-1.72,100,,
20/01/2022 14:30,0,0.85,-0.85,0,0,-1.7,-1.7,100,,
20/01/2022 15:00,0,0.67,-0.67,0,0,-1.34,-1.34,100,,
20/01/2022 15:30,0,0.54,-0.54,0,0,-1.08,-1.08,100,,
20/01/2022 16:00,0.16,0.32,-0.16,0,0,-0.32,-0.32,100,,
20/01/2022 16:30,0.19,0.31,-0.12,0,0,-0.24,-0.24,100,,
20/01/2022 17:00,0.08,0.22,-0.14,0,0,-0.28,-0.28,100,,
20/01/2022 17:30,0.88,0,0.88,0,0,1.76,1.76,100,,
20/01/2022 18:00,1.31,0,1.31,0,0,2.62,2.62,100,,
20/01/2022 18:30,1.3,0,1.3,0,0,2.6,2.6,100,,
20/01/2022 19:00,1.21,0,1.21,0,0,2.42,2.42,100,,
20/01/2022 19:30,0.35,0,0.35,0,0,0.7,0.7,100,,
20/01/2022 20:00,0.6,0,0.6,0,0,1.2,1.2,100,,
20/01/2022 20:30,0.7,0,0.7,0,0,1.4,1.4,100,,
20/01/2022 21:00,0.81,0,0.81,0,0,1.62,1.62,100,,
20/01/2022 21:30,0.75,0,0.75,0,0,1.5,1.5,100,,
20/01/2022 22:00,0.65,0,0.65,0,0,1.3,1.3,100,,
20/01/2022 22:30,0.48,0,0.48,0,0,0.96,0.96,100,,
20/01/2022 23:00,0.42,0,0.42,0,0,0.84,0.84,100,,
20/01/2022 23:30,0.38,0,0.38,0,0,0.76,0.76,100,,
21/01/2022 0:00,0.4,0,0.4,0,0,0.8,0.8,100,,
21/01/2022 0:30,0.35,0,0.35,0,0,0.7,0.7,100,,
21/01/2022 1:00,0.35,0,0.35,0,0,0.7,0.7,100,,
21/01/2022 1:30,0.36,0,0.36,0,0,0.72,0.72,100,,
21/01/2022 2:00,0.2,0,0.2,0,0,0.4,0.4,100,,
21/01/2022 2:30,0.21,0,0.21,0,0,0.42,0.42,100,,
21/01/2022 3:00,0.35,0,0.35,0,0,0.7,0.7,100,,
21/01/2022 3:30,0.39,0,0.39,0,0,0.78,0.78,100,,
21/01/2022 4:00,0.41,0,0.41,0,0,0.82,0.82,100,,
21/01/2022 4:30,0.28,0,0.28,0,0,0.56,0.56,100,,
21/01/2022 5:00,0.22,0,0.22,0,0,0.44,0.44,100,,
21/01/2022 5:30,0.25,0,0.25,0,0,0.5,0.5,100,,
21/01/2022 6:00,0.25,0,0.25,0,0,0.5,0.5,100,,
21/01/2022 6:30,0.23,0,0.23,0,0,0.46,0.46,100,,
21/01/2022 7:00,0.43,0,0.43,0,0,0.86,0.86,100,,
21/01/2022 7:30,0.86,0,0.86,0,0,1.72,1.72,100,,
21/01/2022 8:00,0.69,0,0.69,0,0,1.38,1.38,100,,
21/01/2022 8:30,1.31,0,1.31,0,0,2.62,2.62,100,,
21/01/2022 9:00,0.59,0,0.59,0,0,1.18,1.18,100,,
21/01/2022 9:30,0.06,0.02,0.04,0,0,0.08,0.08,100,,
21/01/2022 10:00,0.29,0,0.29,0,0,0.58,0.58,100,,
21/01/2022 10:30,0.59,0,0.59,0,0,1.18,1.18,100,,
21/01/2022 11:00,0.11,0.37,-0.26,0,0,-0.52,-0.52,100,,
21/01/2022 11:30,0,0.98,-0.98,0,0,-1.96,-1.96,100,,
21/01/2022 12:00,0,1.01,-1.01,0,0,-2.02,-2.02,100,,
21/01/2022 12:30,0,1,-1,0,0,-2,-2,100,,
21/01/2022 13:00,0,0.55,-0.55,0,0,-1.1,-1.1,100,,
21/01/2022 13:30,0,0.51,-0.51,0,0,-1.02,-1.02,100,,
21/01/2022 14:00,0,0.84,-0.84,0,0,-1.68,-1.68,100,,
21/01/2022 14:30,0,1.09,-1.09,0,0,-2.18,-2.18,100,,
21/01/2022 15:00,0.01,0.95,-0.94,0,0,-1.88,-1.88,100,,
21/01/2022 15:30,0.58,0,0.58,0,0,1.16,1.16,100,,
21/01/2022 16:00,0.02,0.12,-0.1,0,0,-0.2,-0.2,100,,
21/01/2022 16:30,0,0.45,-0.45,0,0,-0.9,-0.9,100,,
21/01/2022 17:00,0.4,0.22,0.18,0,0,0.36,0.36,100,,
21/01/2022 17:30,0.95,0,0.95,0,0,1.9,1.9,100,,
21/01/2022 18:00,0.89,0,0.89,0,0,1.78,1.78,100,,
21/01/2022 18:30,0.97,0,0.97,0,0,1.94,1.94,100,,
21/01/2022 19:00,0.84,0,0.84,0,0,1.68,1.68,100,,
21/01/2022 19:30,0.65,0,0.65,0,0,1.3,1.3,100,,
21/01/2022 20:00,1.06,0,1.06,0,0,2.12,2.12,100,,
21/01/2022 20:30,0.92,0,0.92,0,0,1.84,1.84,100,,
21/01/2022 21:00,0.72,0,0.72,0,0,1.44,1.44,100,,
21/01/2022 21:30,0.62,0,0.62,0,0,1.24,1.24,100,,
21/01/2022 22:00,0.63,0,0.63,0,0,1.26,1.26,100,,
21/01/2022 22:30,0.38,0,0.38,0,0,0.76,0.76,100,,
21/01/2022 23:00,0.38,0,0.38,0,0,0.76,0.76,100,,
21/01/2022 23:30,0.38,0,0.38,0,0,0.76,0.76,100,,
22/01/2022 0:00,0.36,0,0.36,0,0,0.72,0.72,100,,
22/01/2022 0:30,0.18,0,0.18,0,0,0.36,0.36,100,,
22/01/2022 1:00,0.17,0,0.17,0,0,0.34,0.34,100,,
22/01/2022 1:30,0.17,0,0.17,0,0,0.34,0.34,100,,
22/01/2022 2:00,0.17,0,0.17,0,0,0.34,0.34,100,,
22/01/2022 2:30,0.17,0,0.17,0,0,0.34,0.34,100,,
22/01/2022 3:00,0.18,0,0.18,0,0,0.36,0.36,100,,
22/01/2022 3:30,0.16,0,0.16,0,0,0.32,0.32,100,,
22/01/2022 4:00,0.17,0,0.17,0,0,0.34,0.34,100,,
22/01/2022 4:30,0.19,0,0.19,0,0,0.38,0.38,100,,
22/01/2022 5:00,0.19,0,0.19,0,0,0.38,0.38,100,,
22/01/2022 5:30,0.23,0,0.23,0,0,0.46,0.46,100,,
22/01/2022 6:00,0.16,0,0.16,0,0,0.32,0.32,100,,
22/01/2022 6:30,0.17,0,0.17,0,0,0.34,0.34,100,,
22/01/2022 7:00,0.08,0,0.08,0,0,0.16,0.16,100,,
22/01/2022 7:30,0.19,0.01,0.18,0,0,0.36,0.36,100,,
22/01/2022 8:00,0.39,0.02,0.37,0,0,0.74,0.74,100,,
22/01/2022 8:30,1.14,0,1.14,0,0,2.28,2.28,100,,
22/01/2022 9:00,0.9,0,0.9,0,0,1.8,1.8,100,,
22/01/2022 9:30,0.72,0,0.72,0,0,1.44,1.44,100,,
22/01/2022 10:00,1.65,0,1.65,0,0,3.3,3.3,100,,
22/01/2022 10:30,1.71,0,1.71,0,0,3.42,3.42,100,,
22/01/2022 11:00,1.1,0,1.1,0,0,2.2,2.2,100,,
22/01/2022 11:30,0.16,0.2,-0.04,0,0,-0.08,-0.08,100,,
22/01/2022 12:00,0,0.3,-0.3,0,0,-0.6,-0.6,100,,
22/01/2022 12:30,0,0.34,-0.34,0,0,-0.68,-0.68,100,,
22/01/2022 13:00,0.31,0.03,0.28,0,0,0.56,0.56,100,,
22/01/2022 13:30,0.36,0,0.36,0,0,0.72,0.72,100,,
22/01/2022 14:00,0.38,0,0.38,0,0,0.76,0.76,100,,
22/01/2022 14:30,0.12,0,0.12,0,0,0.24,0.24,100,,
22/01/2022 15:00,0.19,0,0.19,0,0,0.38,0.38,100,,
22/01/2022 15:30,0.89,0,0.89,0,0,1.78,1.78,100,,
22/01/2022 16:00,1.88,0,1.88,0,0,3.76,3.76,100,,
22/01/2022 16:30,0.9,0,0.9,0,0,1.8,1.8,100,,
22/01/2022 17:00,0.51,0,0.51,0,0,1.02,1.02,100,,
22/01/2022 17:30,0.95,0,0.95,0,0,1.9,1.9,100,,
22/01/2022 18:00,1.24,0,1.24,0,0,2.48,2.48,100,,
22/01/2022 18:30,0.43,0,0.43,0,0,0.86,0.86,100,,
22/01/2022 19:00,0.31,0,0.31,0,0,0.62,0.62,100,,
22/01/2022 19:30,0.36,0,0.36,0,0,0.72,0.72,100,,
22/01/2022 20:00,0.88,0,0.88,0,0,1.76,1.76,100,,
22/01/2022 20:30,0.96,0,0.96,0,0,1.92,1.92,100,,
22/01/2022 21:00,0.72,0,0.72,0,0,1.44,1.44,100,,
22/01/2022 21:30,0.69,0,0.69,0,0,1.38,1.38,100,,
22/01/2022 22:00,0.62,0,0.62,0,0,1.24,1.24,100,,
22/01/2022 22:30,0.57,0,0.57,0,0,1.14,1.14,100,,
22/01/2022 23:00,0.37,0,0.37,0,0,0.74,0.74,100,,
22/01/2022 23:30,0.32,0,0.32,0,0,0.64,0.64,100,,
23/01/2022 0:00,0.31,0,0.31,0,0,0.62,0.62,100,,
23/01/2022 0:30,0.33,0,0.33,0,0,0.66,0.66,100,,
23/01/2022 1:00,0.27,0,0.27,0,0,0.54,0.54,100,,
23/01/2022 1:30,0.3,0,0.3,0,0,0.6,0.6,100,,
23/01/2022 2:00,0.25,0,0.25,0,0,0.5,0.5,100,,
23/01/2022 2:30,0.27,0,0.27,0,0,0.54,0.54,100,,
23/01/2022 3:00,0.28,0,0.28,0,0,0.56,0.56,100,,
23/01/2022 3:30,0.18,0,0.18,0,0,0.36,0.36,100,,
23/01/2022 4:00,0.15,0,0.15,0,0,0.3,0.3,100,,
23/01/2022 4:30,0.17,0,0.17,0,0,0.34,0.34,100,,
23/01/2022 5:00,0.15,0,0.15,0,0,0.3,0.3,100,,
23/01/2022 5:30,0.15,0,0.15,0,0,0.3,0.3,100,,
23/01/2022 6:00,0.13,0,0.13,0,0,0.26,0.26,100,,
23/01/2022 6:30,0.07,0,0.07,0,0,0.14,0.14,100,,
23/01/2022 7:00,0.05,0,0.05,0,0,0.1,0.1,100,,
23/01/2022 7:30,0,0.12,-0.12,0,0,-0.24,-0.24,100,,
23/01/2022 8:00,0,0.26,-0.26,0,0,-0.52,-0.52,100,,
23/01/2022 8:30,0.08,0.02,0.06,0,0,0.12,0.12,100,,
23/01/2022 9:00,0,0.14,-0.14,0,0,-0.28,-0.28,100,,
23/01/2022 9:30,0,0.36,-0.36,0,0,-0.72,-0.72,100,,
23/01/2022 10:00,0.03,0.03,0,0,0,0,0,100,,
23/01/2022 10:30,0,0.28,-0.28,0,0,-0.56,-0.56,100,,
23/01/2022 11:00,0,0.47,-0.47,0,0,-0.94,-0.94,100,,
23/01/2022 11:30,0,1.55,-1.55,0,0,-3.1,-3.1,100,,
23/01/2022 12:00,0,1.66,-1.66,0,0,-3.32,-3.32,100,,
23/01/2022 12:30,0,1.73,-1.73,0,0,-3.46,-3.46,100,,
23/01/2022 13:00,0,1.33,-1.33,0,0,-2.66,-2.66,100,,
23/01/2022 13:30,0,1.28,-1.28,0,0,-2.56,-2.56,100,,
23/01/2022 14:00,0,1.23,-1.23,0,0,-2.46,-2.46,100,,
23/01/2022 14:30,0,1.18,-1.18,0,0,-2.36,-2.36,100,,
23/01/2022 15:00,0,1.06,-1.06,0,0,-2.12,-2.12,100,,
23/01/2022 15:30,0,0.94,-0.94,0,0,-1.88,-1.88,100,,
23/01/2022 16:00,0,0.77,-0.77,0,0,-1.54,-1.54,100,,
23/01/2022 16:30,0.46,0,0.46,0,0,0.92,0.92,100,,
23/01/2022 17:00,1.74,0,1.74,0,0,3.48,3.48,100,,
23/01/2022 17:30,2.3,0,2.3,0,0,4.6,4.6,100,,
23/01/2022 18:00,1.69,0,1.69,0,0,3.38,3.38,100,,
23/01/2022 18:30,1.39,0,1.39,0,0,2.78,2.78,100,,
23/01/2022 19:00,0.44,0,0.44,0,0,0.88,0.88,100,,
23/01/2022 19:30,0.83,0,0.83,0,0,1.66,1.66,100,,
23/01/2022 20:00,0.49,0,0.49,0,0,0.98,0.98,100,,
23/01/2022 20:30,0.54,0,0.54,0,0,1.08,1.08,100,,
23/01/2022 21:00,0.46,0,0.46,0,0,0.92,0.92,100,,
23/01/2022 21:30,0.19,0,0.19,0,0,0.38,0.38,100,,
23/01/2022 22:00,0.21,0,0.21,0,0,0.42,0.42,100,,
23/01/2022 22:30,0.19,0,0.19,0,0,0.38,0.38,100,,
23/01/2022 23:00,0.17,0,0.17,0,0,0.34,0.34,100,,
23/01/2022 23:30,0.2,0,0.2,0,0,0.4,0.4,100,,
24/01/2022 0:00,0.16,0,0.16,0,0,0.32,0.32,100,,
24/01/2022 0:30,0.17,0,0.17,0,0,0.34,0.34,100,,
24/01/2022 1:00,0.17,0,0.17,0,0,0.34,0.34,100,,
24/01/2022 1:30,0.15,0,0.15,0,0,0.3,0.3,100,,
24/01/2022 2:00,0.34,0,0.34,0,0,0.68,0.68,100,,
24/01/2022 2:30,0.3,0,0.3,0,0,0.6,0.6,100,,
24/01/2022 3:00,0.29,0,0.29,0,0,0.58,0.58,100,,
24/01/2022 3:30,0.28,0,0.28,0,0,0.56,0.56,100,,
24/01/2022 4:00,0.25,0,0.25,0,0,0.5,0.5,100,,
24/01/2022 4:30,0.22,0,0.22,0,0,0.44,0.44,100,,
24/01/2022 5:00,0.18,0,0.18,0,0,0.36,0.36,100,,
24/01/2022 5:30,0.15,0,0.15,0,0,0.3,0.3,100,,
24/01/2022 6:00,0.14,0,0.14,0,0,0.28,0.28,100,,
24/01/2022 6:30,0.14,0,0.14,0,0,0.28,0.28,100,,
24/01/2022 7:00,0.21,0,0.21,0,0,0.42,0.42,100,,
24/01/2022 7:30,0,0.13,-0.13,0,0,-0.26,-0.26,100,,
24/01/2022 8:00,0,0.32,-0.32,0,0,-0.64,-0.64,100,,
24/01/2022 8:30,0,0.18,-0.18,0,0,-0.36,-0.36,100,,
24/01/2022 9:00,0,0.39,-0.39,0,0,-0.78,-0.78,100,,
24/01/2022 9:30,0,0.56,-0.56,0,0,-1.12,-1.12,100,,
24/01/2022 10:00,0.03,0.24,-0.21,0,0,-0.42,-0.42,100,,
24/01/2022 10:30,0.08,0.38,-0.3,0,0,-0.6,-0.6,100,,
24/01/2022 11:00,0.01,0.74,-0.73,0,0,-1.46,-1.46,100,,
24/01/2022 11:30,0.04,0.77,-0.73,0,0,-1.46,-1.46,100,,
24/01/2022 12:00,0.08,0.85,-0.77,0,0,-1.54,-1.54,100,,
24/01/2022 12:30,0,1.83,-1.83,0,0,-3.66,-3.66,100,,
24/01/2022 13:00,0,1.35,-1.35,0,0,-2.7,-2.7,100,,
24/01/2022 13:30,0,1.27,-1.27,0,0,-2.54,-2.54,100,,
24/01/2022 14:00,0,1.19,-1.19,0,0,-2.38,-2.38,100,,
24/01/2022 14:30,0,1.12,-1.12,0,0,-2.24,-2.24,100,,
24/01/2022 15:00,0,1.07,-1.07,0,0,-2.14,-2.14,100,,
24/01/2022 15:30,0,0.94,-0.94,0,0,-1.88,-1.88,100,,
24/01/2022 16:00,0,0.81,-0.81,0,0,-1.62,-1.62,100,,
24/01/2022 16:30,0,1.01,-1.01,0,0,-2.02,-2.02,100,,
24/01/2022 17:00,0,0.79,-0.79,0,0,-1.58,-1.58,100,,
24/01/2022 17:30,0.46,0.22,0.24,0,0,0.48,0.48,100,,
24/01/2022 18:00,0.11,0,0.11,0,0,0.22,0.22,100,,
24/01/2022 18:30,0.18,0,0.18,0,0,0.36,0.36,100,,
24/01/2022 19:00,0.29,0,0.29,0,0,0.58,0.58,100,,
24/01/2022 19:30,0.25,0,0.25,0,0,0.5,0.5,100,,
24/01/2022 20:00,0.28,0,0.28,0,0,0.56,0.56,100,,
24/01/2022 20:30,0.33,0,0.33,0,0,0.66,0.66,100,,
24/01/2022 21:00,0.38,0,0.38,0,0,0.76,0.76,100,,
24/01/2022 21:30,0.25,0,0.25,0,0,0.5,0.5,100,,
24/01/2022 22:00,0.31,0,0.31,0,0,0.62,0.62,100,,
24/01/2022 22:30,0.32,0,0.32,0,0,0.64,0.64,100,,
24/01/2022 23:00,0.28,0,0.28,0,0,0.56,0.56,100,,
24/01/2022 23:30,0.26,0,0.26,0,0,0.52,0.52,100,,
25/01/2022 0:00,0.26,0,0.26,0,0,0.52,0.52,100,,
25/01/2022 0:30,0.24,0,0.24,0,0,0.48,0.48,100,,
25/01/2022 1:00,0.27,0,0.27,0,0,0.54,0.54,100,,
25/01/2022 1:30,0.2,0,0.2,0,0,0.4,0.4,100,,
25/01/2022 2:00,0.21,0,0.21,0,0,0.42,0.42,100,,
25/01/2022 2:30,0.2,0,0.2,0,0,0.4,0.4,100,,
25/01/2022 3:00,0.2,0,0.2,0,0,0.4,0.4,100,,
25/01/2022 3:30,0.2,0,0.2,0,0,0.4,0.4,100,,
25/01/2022 4:00,0.19,0,0.19,0,0,0.38,0.38,100,,
25/01/2022 4:30,0.22,0,0.22,0,0,0.44,0.44,100,,
25/01/2022 5:00,0.26,0,0.26,0,0,0.52,0.52,100,,
25/01/2022 5:30,0.25,0,0.25,0,0,0.5,0.5,100,,
25/01/2022 6:00,0.21,0,0.21,0,0,0.42,0.42,100,,
25/01/2022 6:30,0.15,0,0.15,0,0,0.3,0.3,100,,
25/01/2022 7:00,0.2,0.01,0.19,0,0,0.38,0.38,100,,
25/01/2022 7:30,0,0.2,-0.2,0,0,-0.4,-0.4,100,,
25/01/2022 8:00,0,0.33,-0.33,0,0,-0.66,-0.66,100,,
25/01/2022 8:30,0.03,0.17,-0.14,0,0,-0.28,-0.28,100,,
25/01/2022 9:00,0.01,0.4,-0.39,0,0,-0.78,-0.78,100,,
25/01/2022 9:30,0.01,0.54,-0.53,0,0,-1.06,-1.06,100,,
25/01/2022 10:00,0.11,0.29,-0.18,0,0,-0.36,-0.36,100,,
25/01/2022 10:30,0.11,0.17,-0.06,0,0,-0.12,-0.12,100,,
25/01/2022 11:00,0.06,0.55,-0.49,0,0,-0.98,-0.98,100,,
25/01/2022 11:30,0,1.3,-1.3,0,0,-2.6,-2.6,100,,
25/01/2022 12:00,0,1,-1,0,0,-2,-2,100,,
25/01/2022 12:30,0,1.11,-1.11,0,0,-2.22,-2.22,100,,
25/01/2022 13:00,0,0.89,-0.89,0,0,-1.78,-1.78,100,,
25/01/2022 13:30,0,0.96,-0.96,0,0,-1.92,-1.92,100,,
25/01/2022 14:00,0,0.59,-0.59,0,0,-1.18,-1.18,100,,
